loggingTime(txt),loggingSample(N),identifierForVendor(txt),deviceID(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_en0(txt),IP_pdp_ip0(txt),deviceOrientation(Z),batteryState(R),batteryLevel(Z),avAudioRecorderPeakPower(dB),avAudioRecorderAveragePower(dB),label(N)
2019-11-24 17:50:41.971 -0500,1,54F1975D-915E-406D-B08C-09A0652D45A1,my_iOS_device,1574635837.327809,40.44539683550033,-79.943322951105,283.9397,-1,-1,10,65,-9999,1574635841.96842,11.81698226928711,-9.159616470336914,-32.21458435058594,336.3408203125,345.5987548828125,15,185623.23898875,0.2246856689453125,-0.4739532470703125,-0.8623809814453125,185623.22771875,-0.4653724867892424,-0.1661618109449869,-0.04769828038775518,185623.24622375,-59.8211669921875,-15.27786254882812,-121.29736328125,185623.22269975,-1.060427318686126,0.2384406256982713,0.5273049451044772,-0.4446312487125397,-0.100251667201519,-0.03085580840706825,0.01508386433124542,0.008356332778930664,0.003914237022399902,XArbitraryCorrectedZVertical,0.2813014686107635,-0.03179671615362167,-0.4580362141132355,0.8426513075828552,0.2041054368019104,-0.503206193447113,-0.839716911315918,12.19981384277344,-9.842528343200684,-32.57950592041016,2,185619.56638775,unknown,2,2019-11-24 17:50:38.296 -0500,2019-11-24 17:03:21.119 -0500,11,12.72348,0,0,8.25,0,0,2019-11-24 17:49:52.123 -0500,185620.789268,0,-4.790527,97.08693,0.0.0.0,100.81.61.46,5,1,0.19,-12.4023,-24.44378,0
2019-11-24 17:50:41.988 -0500,2,54F1975D-915E-406D-B08C-09A0652D45A1,my_iOS_device,1574635837.327809,40.44539683550033,-79.943322951105,283.9397,-1,-1,10,65,-9999,1574635841.96842,11.81698226928711,-9.159616470336914,-32.21458435058594,336.3408203125,345.5987548828125,15,185623.26904775,0.18804931640625,-0.4882965087890625,-0.9002532958984375,185623.25777875,-0.2331560250109112,-0.1517967200250995,-0.03289802894574883,185623.24622375,-59.8211669921875,-15.27786254882812,-121.29736328125,185623.25777875,-1.058404137661723,0.2325134769310536,0.5137291254249987,-0.2940667569637299,-0.1460449397563934,-0.03486620634794235,-0.0001526325941085815,0.006572842597961426,-0.05738198757171631,XArbitraryCorrectedZVertical,0.2744557857513428,-0.03054662793874741,-0.4595479369163513,0.8441307544708252,0.2006804794073105,-0.491428405046463,-0.8474818468093872,11.80975341796875,-9.162166595458984,-32.69891357421875,2,185619.56638775,unknown,2,2019-11-24 17:50:38.296 -0500,2019-11-24 17:03:21.119 -0500,11,12.72348,0,0,8.25,0,0,2019-11-24 17:49:52.123 -0500,185620.789268,0,-4.790527,97.08693,0.0.0.0,100.81.61.46,5,1,0.19,-12.4023,-24.44378,0
2019-11-24 17:50:42.023 -0500,3,54F1975D-915E-406D-B08C-09A0652D45A1,my_iOS_device,1574635837.327809,40.44539683550033,-79.943322951105,283.9397,-1,-1,10,65,-9999,1574635842.018451,11.89919662475586,-9.010680198669434,-32.63731384277344,336.36376953125,345.6217041015625,15,185623.29910775,0.20684814453125,-0.517913818359375,-0.8852996826171875,185623.28783775,0.04734274838222961,0.02399135299608782,-0.01798645737017716,185623.30547575,-59.73738098144531,-15.04957580566406,-121.6398773193359,185623.29283775,-1.059103879941247,0.2311399087043406,0.5117222420636356,0.04665860906243324,0.03277301415801048,-0.01900734752416611,-0.004813864827156067,-0.01788109540939331,-0.03403884172439575,XArbitraryCorrectedZVertical,0.2733119130134583,-0.03070989996194839,-0.460255891084671,0.8441102504730225,0.1997417509555817,-0.4896796047687531,-0.8487150073051453,11.87810897827148,-9.199600219726562,-32.65606689453125,2,185619.56638775,unknown,2,2019-11-24 17:50:38.296 -0500,2019-11-24 17:03:21.119 -0500,11,12.72348,0,0,8.25,0,0,2019-11-24 17:49:52.123 -0500,185620.789268,0,-4.790527,97.08693,0.0.0.0,100.81.61.46,5,1,0.19,-12.4023,-25.55367,0
2019-11-24 17:50:42.050 -0500,4,54F1975D-915E-406D-B08C-09A0652D45A1,my_iOS_device,1574635837.327809,40.44539683550033,-79.943322951105,283.9397,-1,-1,10,65,-9999,1574635842.018451,11.89919662475586,-9.010680198669434,-32.63731384277344,336.36376953125,345.6217041015625,15,185623.329167375,0.2145233154296875,-0.5184173583984375,-0.84698486328125,185623.31789675,0.1850135293533308,0.04081613949877242,0.07557012540819748,185623.30547575,-59.73738098144531,-15.04957580566406,-121.6398773193359,185623.29283775,-1.059103879941247,0.2311399087043406,0.5117222420636356,0.04665860906243324,0.03277301415801048,-0.01900734752416611,-0.004813864827156067,-0.01788109540939331,-0.03403884172439575,XArbitraryCorrectedZVertical,0.2733119130134583,-0.03070989996194839,-0.460255891084671,0.8441102504730225,0.1997417509555817,-0.4896796047687531,-0.8487150073051453,11.87810897827148,-9.199600219726562,-32.65606689453125,2,185619.56638775,unknown,2,2019-11-24 17:50:38.296 -0500,2019-11-24 17:03:21.119 -0500,11,12.72348,0,0,8.25,0,0,2019-11-24 17:49:52.123 -0500,185620.789268,0,-4.790527,97.08693,0.0.0.0,100.81.61.46,5,1,0.19,-12.4023,-26.10976,0
2019-11-24 17:50:42.080 -0500,5,54F1975D-915E-406D-B08C-09A0652D45A1,my_iOS_device,1574635837.327809,40.44539683550033,-79.943322951105,283.9397,-1,-1,10,65,-9999,1574635842.069006,11.84554672241211,-9.360424041748047,-32.35581970214844,336.2601318359375,345.51806640625,15,185623.359226375,0.2003326416015625,-0.4953460693359375,-0.818328857421875,185623.347956375,0.02157746378404,-0.01673583692227595,0.06308043252794386,185623.364709375,-59.96705627441406,-15.51609802246094,-121.46435546875,185623.327917375,-1.058634002045326,0.2329818851224082,0.5174297500389818,0.1759896725416183,0.04443950206041336,0.08097376674413681,0.01386399567127228,-0.02376160025596619,-0.001374781131744385,XArbitraryCorrectedZVertical,0.2760660946369171,-0.03132512047886848,-0.4591645896434784,0.8437856435775757,0.2006561756134033,-0.4946479797363281,-0.8456125259399414,11.69973754882812,-9.437426567077637,-32.57547760009766,2,185619.56638775,unknown,2,2019-11-24 17:50:38.296 -0500,2019-11-24 17:03:21.119 -0500,11,12.72348,0,0,8.25,0,0,2019-11-24 17:49:52.123 -0500,185620.789268,0,-4.790527,97.08693,0.0.0.0,100.81.61.46,5,1,0.19,-12.4023,-26.89256,0
2019-11-24 17:50:42.108 -0500,6,54F1975D-915E-406D-B08C-09A0652D45A1,my_iOS_device,1574635837.327809,40.44539683550033,-79.943322951105,283.9397,-1,-1,10,65,-9999,1574635842.069006,11.84554672241211,-9.360424041748047,-32.35581970214844,336.2601318359375,345.51806640625,15,185623.389285375,0.196990966796875,-0.4783172607421875,-0.8353729248046875,185623.378016375,-0.1234364512607367,-0.06954259291302113,0.005324457967395421,185623.364709375,-59.96705627441406,-15.51609802246094,-121.46435546875,185623.362976375,-1.056452774476585,0.2318860376066348,0.5191697887920758,-0.04894386976957321,-0.02423519268631935,0.04222096502780914,0.0007982105016708374,0.0008212029933929443,0.02666163444519043,XArbitraryCorrectedZVertical,0.276557445526123,-0.03192990645766258,-0.4581996500492096,0.8441265225410461,0.1995312869548798,-0.4961594939231873,-0.8449929356575012,11.72562026977539,-9.39019775390625,-32.42629241943359,2,185619.56638775,unknown,2,2019-11-24 17:50:38.296 -0500,2019-11-24 17:03:21.119 -0500,11,12.72348,0,0,8.25,0,0,2019-11-24 17:49:52.123 -0500,185620.789268,0,-4.790527,97.08693,0.0.0.0,100.81.61.46,5,1,0.19,-12.95958,-27.47132,0
2019-11-24 17:50:42.143 -0500,7,54F1975D-915E-406D-B08C-09A0652D45A1,my_iOS_device,1574635837.327809,40.44539683550033,-79.943322951105,283.9397,-1,-1,10,65,-9999,1574635842.11906,11.50150680541992,-9.302813529968262,-32.44357299804688,336.1307373046875,345.388671875,15,185623.419345375,0.181304931640625,-0.4868316650390625,-0.859832763671875,185623.408075375,-0.07222972245291108,-0.01687139182176098,-0.004369714716602014,185623.423950375,-60.11299133300781,-15.311767578125,-121.4225769042969,185623.398055375,-1.055156300833386,0.2294431222850541,0.5152871587542109,-0.1194198727607727,-0.04362750798463821,-0.006953159347176552,-0.00479087233543396,0.01275074481964111,0.002954185009002686,XArbitraryCorrectedZVertical,0.2744365632534027,-0.03179428353905678,-0.4584237635135651,0.8447020053863525,0.1979030966758728,-0.4927847385406494,-0.8473473787307739,11.50150680541992,-9.302813529968262,-32.44357299804688,2,185619.56638775,unknown,2,2019-11-24 17:50:38.296 -0500,2019-11-24 17:03:21.119 -0500,11,12.72348,0,0,8.25,0,0,2019-11-24 17:49:52.123 -0500,185620.789268,0,-4.790527,97.08693,0.0.0.0,100.81.61.46,5,1,0.19,-14.07414,-26.96351,0
2019-11-24 17:50:42.168 -0500,8,54F1975D-915E-406D-B08C-09A0652D45A1,my_iOS_device,1574635837.327809,40.44539683550033,-79.943322951105,283.9397,-1,-1,10,65,-9999,1574635842.11906,11.50150680541992,-9.302813529968262,-32.44357299804688,336.1307373046875,345.388671875,15,185623.449404375,0.1892242431640625,-0.4938812255859375,-0.8690032958984375,185623.438134375,0.0333036283797679,0.03626852562135311,-0.01082175508953698,185623.423950375,-60.11299133300781,-15.311767578125,-121.4225769042969,185623.433115375,-1.055050574662572,0.2297375825707819,0.5138747576002205,0.004613773431628942,0.03681894764304161,-0.005688638426363468,-0.01630711555480957,0.002076178789138794,-0.01728606224060059,XArbitraryCorrectedZVertical,0.2739298939704895,-0.03129610046744347,-0.4584962129592896,0.8448456525802612,0.1983108818531036,-0.491555243730545,-0.8479659557342529,11.59359741210938,-9.264548301696777,-32.40106964111328,2,185619.56638775,unknown,2,2019-11-24 17:50:38.296 -0500,2019-11-24 17:03:21.119 -0500,11,12.72348,0,0,8.25,0,0,2019-11-24 17:49:52.123 -0500,185620.789268,0,-4.790527,97.08693,0.0.0.0,100.81.61.46,5,1,0.19,-14.63142,-27.43888,0
2019-11-24 17:50:42.203 -0500,9,54F1975D-915E-406D-B08C-09A0652D45A1,my_iOS_device,1574635837.327809,40.44539683550033,-79.943322951105,283.9397,-1,-1,10,65,-9999,1574635842.16873,11.58751678466797,-9.132423400878906,-32.71175384521484,336.1438293457031,345.4017639160156,15,185623.479463375,0.210906982421875,-0.5059356689453125,-0.8599853515625,185623.468194375,0.03093448027403341,-0.007709851355779395,-0.001237570958559822,185623.483192375,-60.14793395996094,-15.15116882324219,-121.6955718994141,185623.468194375,-1.055925749519219,0.2311949967147789,0.5151520819793831,0.04084362462162971,0.01171676535159349,-0.01142831891775131,0.008052870631217957,-0.01023948192596436,-0.01444947719573975,XArbitraryCorrectedZVertical,0.2747710049152374,-0.03112570941448212,-0.4585232734680176,0.8445641398429871,0.1994024813175201,-0.4926671981811523,-0.847064197063446,11.58510589599609,-9.143051147460938,-32.72132873535156,2,185619.56638775,unknown,2,2019-11-24 17:50:38.296 -0500,2019-11-24 17:03:21.119 -0500,11,12.72348,0,0,8.25,0,0,2019-11-24 17:49:52.123 -0500,185620.789268,0,-4.790527,97.08693,0.0.0.0,100.81.61.46,5,1,0.19,-15.74598,-28.71922,0
2019-11-24 17:50:42.228 -0500,10,54F1975D-915E-406D-B08C-09A0652D45A1,my_iOS_device,1574635837.327809,40.44539683550033,-79.943322951105,283.9397,-1,-1,10,65,-9999,1574635842.218883,11.53039932250977,-9.110311508178711,-32.68943786621094,336.1636657714844,345.4216003417969,15,185623.509522375,0.202178955078125,-0.4871673583984375,-0.860260009765625,185623.498253375,-0.02045174559126351,-0.01441782150947098,0.0002034655072820538,185623.483192375,-60.14793395996094,-15.15116882324219,-121.6955718994141,185623.503253375,-1.055743436023339,0.2306485919956096,0.5150416102127726,-0.02113606221973896,-0.005635535344481468,-0.0008174707763828337,0.005421042442321777,-0.0004174411296844482,-0.008138298988342285,XArbitraryCorrectedZVertical,0.274603545665741,-0.03130326792597771,-0.4585336744785309,0.8446064591407776,0.1989520639181137,-0.4925710558891296,-0.8472260236740112,11.53039932250977,-9.110311508178711,-32.68943786621094,2,185619.56638775,unknown,2,2019-11-24 17:50:38.296 -0500,2019-11-24 17:03:21.119 -0500,11,12.72348,0,0,8.25,0,0,2019-11-24 17:49:52.123 -0500,185620.789268,0,-4.790527,97.08693,0.0.0.0,100.81.61.46,5,1,0.19,-16.30326,-29.30865,0
